Car_Id,Car_Name,Manufacture_Year,Selling_Price_Lakh,Present_Price_Lakh,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Usage_Level
212,Mahindra Mojo Xt300,2016,1.15,1.4,35000,Petrol,Individual,Manual,0,Moderately used
213,Royal Enfield Classic 350,2015,1.15,1.47,17000,Petrol,Individual,Manual,0,Moderately used
214,Royal Enfield Classic 350,2015,1.11,1.47,17500,Petrol,Individual,Manual,0,Moderately used
215,Royal Enfield Classic 350,2013,1.1,1.47,33000,Petrol,Individual,Manual,0,Moderately used
216,Royal Enfield Thunder 500,2015,1.1,1.9,14000,Petrol,Individual,Manual,0,Moderately used
217,Royal Enfield Classic 350,2015,1.1,1.47,26000,Petrol,Individual,Manual,0,Moderately used
218,Royal Enfield Thunder 500,2013,1.05,1.9,5400,Petrol,Individual,Manual,0,Lightly used
219,Bajaj Pulsar Rs200,2016,1.05,1.26,5700,Petrol,Individual,Manual,0,Lightly used
220,Royal Enfield Thunder 350,2011,1.05,1.5,6900,Petrol,Individual,Manual,0,Lightly used
221,Royal Enfield Bullet 350,2016,1.05,1.17,6000,Petrol,Individual,Manual,0,Lightly used
222,Royal Enfield Classic 350,2013,1,1.47,46500,Petrol,Individual,Manual,0,Moderately used
223,Royal Enfield Classic 500,2012,0.95,1.75,11500,Petrol,Individual,Manual,0,Moderately used
224,Royal Enfield Classic 500,2009,0.9,1.75,40000,Petrol,Individual,Manual,0,Moderately used
225,Bajaj Avenger 220,2017,0.9,0.95,1300,Petrol,Individual,Manual,0,Lightly used
226,Bajaj Avenger 150,2016,0.75,0.8,7000,Petrol,Individual,Manual,0,Lightly used
227,Honda Cb Hornet 160R,2017,0.8,0.87,3000,Petrol,Individual,Manual,0,Lightly used
228,Yamaha Fz S V 2.0,2017,0.78,0.84,5000,Petrol,Individual,Manual,0,Lightly used
229,Honda Cb Hornet 160R,2017,0.75,0.87,11000,Petrol,Individual,Manual,0,Moderately used
230,Yamaha Fz 16,2015,0.75,0.82,18000,Petrol,Individual,Manual,0,Moderately used
231,Bajaj Avenger 220,2017,0.75,0.95,3500,Petrol,Individual,Manual,0,Lightly used
232,Bajaj Avenger 220,2016,0.72,0.95,500,Petrol,Individual,Manual,0,Lightly used
233,Tvs Apache Rtr 160,2017,0.65,0.81,11800,Petrol,Individual,Manual,0,Moderately used
234,Bajaj Pulsar 150,2015,0.65,0.74,5000,Petrol,Individual,Manual,0,Lightly used
235,Honda Cbr 150,2014,0.65,1.2,23500,Petrol,Individual,Manual,0,Moderately used
236,Hero Extreme,2013,0.65,0.787,16000,Petrol,Individual,Manual,0,Moderately used
237,Honda Cb Hornet 160R,2016,0.6,0.87,15000,Petrol,Individual,Manual,0,Moderately used
238,Bajaj Avenger 220 Dtsi,2015,0.6,0.95,16600,Petrol,Individual,Manual,0,Moderately used
239,Honda Cbr 150,2013,0.6,1.2,32000,Petrol,Individual,Manual,0,Moderately used
240,Bajaj Avenger 150 Street,2016,0.6,0.8,20000,Petrol,Individual,Manual,0,Moderately used
241,Yamaha Fz  V 2.0,2015,0.6,0.84,29000,Petrol,Individual,Manual,0,Moderately used
242,Yamaha Fz  V 2.0,2016,0.6,0.84,25000,Petrol,Individual,Manual,0,Moderately used
243,Bajaj Pulsar  Ns 200,2014,0.6,0.99,25000,Petrol,Individual,Manual,0,Moderately used
244,Tvs Apache Rtr 160,2012,0.6,0.81,19000,Petrol,Individual,Manual,0,Moderately used
245,Hero Extreme,2014,0.55,0.787,15000,Petrol,Individual,Manual,0,Moderately used
246,Yamaha Fz S V 2.0,2015,0.55,0.84,58000,Petrol,Individual,Manual,0,Heavily used
247,Bajaj Pulsar 220 F,2010,0.52,0.94,45000,Petrol,Individual,Manual,0,Moderately used
248,Bajaj Pulsar 220 F,2016,0.51,0.94,24000,Petrol,Individual,Manual,0,Moderately used
249,Tvs Apache Rtr 180,2011,0.5,0.826,6000,Petrol,Individual,Manual,0,Lightly used
250,Hero Passion X Pro,2016,0.5,0.55,31000,Petrol,Individual,Manual,0,Moderately used
251,Bajaj Pulsar Ns 200,2012,0.5,0.99,13000,Petrol,Individual,Manual,0,Moderately used
252,Bajaj Pulsar Ns 200,2013,0.5,0.99,45000,Petrol,Individual,Manual,0,Moderately used
253,Yamaha Fazer ,2014,0.5,0.88,8000,Petrol,Individual,Manual,0,Lightly used
254,Honda Activa 4G,2017,0.48,0.51,4300,Petrol,Individual,Automatic,0,Lightly used
255,Tvs Sport ,2017,0.48,0.52,15000,Petrol,Individual,Manual,0,Moderately used
256,Yamaha Fz S V 2.0,2015,0.48,0.84,23000,Petrol,Individual,Manual,0,Moderately used
257,Honda Dream Yuga ,2017,0.48,0.54,8600,Petrol,Individual,Manual,0,Lightly used
258,Honda Activa 4G,2017,0.45,0.51,4000,Petrol,Individual,Automatic,0,Lightly used
259,Bajaj Avenger Street 220,2011,0.45,0.95,24000,Petrol,Individual,Manual,0,Moderately used
260,Tvs Apache Rtr 180,2014,0.45,0.826,23000,Petrol,Individual,Manual,0,Moderately used
261,Bajaj Pulsar Ns 200,2012,0.45,0.99,14500,Petrol,Individual,Manual,0,Moderately used
262,Bajaj Avenger 220 Dtsi,2010,0.45,0.95,27000,Petrol,Individual,Manual,0,Moderately used
263,Hero Splender Ismart,2016,0.45,0.54,14000,Petrol,Individual,Manual,0,Moderately used
264,Activa 3G,2016,0.45,0.54,500,Petrol,Individual,Automatic,0,Lightly used
265,Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual,0,Lightly used
266,Tvs Apache Rtr 160,2014,0.42,0.81,42000,Petrol,Individual,Manual,0,Moderately used
267,Honda Cb Trigger,2013,0.42,0.73,12000,Petrol,Individual,Manual,0,Moderately used
268,Hero Splender Ismart,2015,0.4,0.54,14000,Petrol,Individual,Manual,0,Moderately used
269,Yamaha Fz S ,2012,0.4,0.83,5500,Petrol,Individual,Manual,0,Lightly used
270,Hero Passion Pro,2015,0.4,0.55,6700,Petrol,Individual,Manual,0,Lightly used
271,Bajaj Pulsar 135 Ls,2014,0.4,0.64,13700,Petrol,Individual,Manual,0,Moderately used
272,Activa 4G,2017,0.4,0.51,1300,Petrol,Individual,Automatic,0,Lightly used
273,Honda Cb Unicorn,2015,0.38,0.72,38600,Petrol,Individual,Manual,0,Moderately used
274,Hero Honda Cbz Extreme,2011,0.38,0.787,75000,Petrol,Individual,Manual,0,Heavily used
275,Honda Karizma,2011,0.35,1.05,30000,Petrol,Individual,Manual,0,Moderately used
276,Honda Activa 125,2016,0.35,0.57,24000,Petrol,Individual,Automatic,0,Moderately used
277,Tvs Jupyter,2014,0.35,0.52,19000,Petrol,Individual,Automatic,0,Moderately used
278,Honda Karizma,2010,0.31,1.05,213000,Petrol,Individual,Manual,0,Heavily used
279,Hero Honda Passion Pro,2012,0.3,0.51,60000,Petrol,Individual,Manual,0,Heavily used
280,Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual,0,Moderately used
281,Honda Cb Shine,2013,0.3,0.58,30000,Petrol,Individual,Manual,0,Moderately used
282,Bajaj Discover 100,2013,0.27,0.47,21000,Petrol,Individual,Manual,0,Moderately used
283,Bajaj Pulsar 150,2008,0.25,0.75,26000,Petrol,Individual,Manual,1,Moderately used
284,Suzuki Access 125,2008,0.25,0.58,1900,Petrol,Individual,Automatic,0,Lightly used
285,Tvs Wego,2010,0.25,0.52,22000,Petrol,Individual,Automatic,0,Moderately used
286,Honda Cb Twister,2013,0.25,0.51,32000,Petrol,Individual,Manual,0,Moderately used
287,Hero Glamour,2013,0.25,0.57,18000,Petrol,Individual,Manual,0,Moderately used
288,Hero Super Splendor,2005,0.2,0.57,55000,Petrol,Individual,Manual,0,Heavily used
289,Bajaj Pulsar 150,2008,0.2,0.75,60000,Petrol,Individual,Manual,0,Heavily used
290,Bajaj Discover 125,2012,0.2,0.57,25000,Petrol,Individual,Manual,1,Moderately used
291,Hero Hunk,2007,0.2,0.75,49000,Petrol,Individual,Manual,1,Moderately used
292,Hero  Ignitor Disc,2013,0.2,0.65,24000,Petrol,Individual,Manual,1,Moderately used
293,Hero  Cbz Xtreme,2008,0.2,0.787,50000,Petrol,Individual,Manual,0,Moderately used
294,Bajaj  Ct 100,2015,0.18,0.32,35000,Petrol,Individual,Manual,0,Moderately used
295,Activa 3G,2008,0.17,0.52,500000,Petrol,Individual,Automatic,0,Heavily used
296,Honda Cb Twister,2010,0.16,0.51,33000,Petrol,Individual,Manual,0,Moderately used
297,Bajaj Discover 125,2011,0.15,0.57,35000,Petrol,Individual,Manual,1,Moderately used
298,Honda Cb Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual,0,Heavily used
299,Bajaj Pulsar 150,2006,0.1,0.75,92233,Petrol,Individual,Manual,0,Heavily used
300,I20,2010,3.25,6.79,58000,Diesel,Dealer,Manual,1,Heavily used
301,Grand I10,2015,4.4,5.7,28200,Petrol,Dealer,Manual,0,Moderately used
302,I10,2011,2.95,4.6,53460,Petrol,Dealer,Manual,0,Heavily used
303,Eon,2015,2.75,4.43,28282,Petrol,Dealer,Manual,0,Moderately used
304,Grand I10,2016,5.25,5.7,3493,Petrol,Dealer,Manual,1,Lightly used
305,Xcent,2017,5.75,7.13,12479,Petrol,Dealer,Manual,0,Moderately used
306,Grand I10,2015,5.15,5.7,34797,Petrol,Dealer,Automatic,0,Moderately used
307,I20,2017,7.9,8.1,3435,Petrol,Dealer,Manual,0,Lightly used
308,Grand I10,2015,4.85,5.7,21125,Diesel,Dealer,Manual,0,Moderately used
309,I10,2012,3.1,4.6,35775,Petrol,Dealer,Manual,0,Moderately used
310,Elantra,2015,11.75,14.79,43535,Diesel,Dealer,Manual,0,Moderately used
311,Creta,2016,11.25,13.6,22671,Petrol,Dealer,Manual,0,Moderately used
312,I20,2011,2.9,6.79,31604,Petrol,Dealer,Manual,0,Moderately used
313,Grand I10,2017,5.25,5.7,20114,Petrol,Dealer,Manual,0,Moderately used
314,Verna,2012,4.5,9.4,36100,Petrol,Dealer,Manual,0,Moderately used
315,Eon,2016,2.9,4.43,12500,Petrol,Dealer,Manual,0,Moderately used
316,Eon,2016,3.15,4.43,15000,Petrol,Dealer,Manual,0,Moderately used
317,Verna,2014,6.45,9.4,45078,Petrol,Dealer,Manual,0,Moderately used
318,Verna,2012,4.5,9.4,36000,Petrol,Dealer,Manual,0,Moderately used
319,Eon,2017,3.5,4.43,38488,Petrol,Dealer,Manual,0,Moderately used
320,I20,2013,4.5,6.79,32000,Petrol,Dealer,Automatic,0,Moderately used
321,I20,2014,6,7.6,77632,Diesel,Dealer,Manual,0,Heavily used
322,Verna,2015,8.25,9.4,61381,Diesel,Dealer,Manual,0,Heavily used
323,Verna,2013,5.11,9.4,36198,Petrol,Dealer,Automatic,0,Moderately used
324,I10,2011,2.7,4.6,22517,Petrol,Dealer,Manual,0,Moderately used
325,Grand I10,2015,5.25,5.7,24678,Petrol,Dealer,Manual,0,Moderately used
326,I10,2011,2.55,4.43,57000,Petrol,Dealer,Manual,0,Heavily used
327,Verna,2012,4.95,9.4,60000,Diesel,Dealer,Manual,0,Heavily used
328,I20,2012,3.1,6.79,52132,Diesel,Dealer,Manual,0,Heavily used
329,Verna,2013,6.15,9.4,45000,Diesel,Dealer,Manual,0,Moderately used
330,Verna,2017,9.25,9.4,15001,Petrol,Dealer,Manual,0,Moderately used
331,Elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic,0,Moderately used
332,Grand I10,2013,3.9,5.7,53000,Diesel,Dealer,Manual,0,Heavily used
333,Grand I10,2015,5.5,5.7,4492,Petrol,Dealer,Manual,0,Lightly used
334,Verna,2017,9.1,9.4,15141,Petrol,Dealer,Manual,0,Moderately used
335,Eon,2016,3.1,4.43,11849,Petrol,Dealer,Manual,0,Moderately used
336,Creta,2015,11.25,13.6,68000,Diesel,Dealer,Manual,0,Heavily used
337,Verna,2013,4.8,9.4,60241,Petrol,Dealer,Manual,0,Heavily used
338,Eon,2012,2,4.43,23709,Petrol,Dealer,Manual,0,Moderately used
339,Verna,2012,5.35,9.4,32322,Diesel,Dealer,Manual,0,Moderately used
340,Xcent,2015,4.75,7.13,35866,Petrol,Dealer,Manual,1,Moderately used
341,Xcent,2014,4.4,7.13,34000,Petrol,Dealer,Manual,0,Moderately used
342,I20,2016,6.25,7.6,7000,Petrol,Dealer,Manual,0,Lightly used
343,Verna,2013,5.95,9.4,49000,Diesel,Dealer,Manual,0,Moderately used
344,Verna,2012,5.2,9.4,71000,Diesel,Dealer,Manual,0,Heavily used
345,I20,2012,3.75,6.79,35000,Petrol,Dealer,Manual,0,Moderately used
346,Verna,2015,5.95,9.4,36000,Petrol,Dealer,Manual,0,Moderately used
347,I10,2013,4,4.6,30000,Petrol,Dealer,Manual,0,Moderately used
348,I20,2016,5.25,7.6,17000,Petrol,Dealer,Manual,0,Moderately used
349,Creta,2016,12.9,13.6,35934,Diesel,Dealer,Manual,0,Moderately used
350,City,2013,5,9.9,56701,Petrol,Dealer,Manual,0,Heavily used
351,Brio,2015,5.4,6.82,31427,Petrol,Dealer,Automatic,0,Moderately used
352,City,2014,7.2,9.9,48000,Diesel,Dealer,Manual,0,Moderately used
353,City,2013,5.25,9.9,54242,Petrol,Dealer,Manual,0,Heavily used
354,Brio,2012,3,5.35,53675,Petrol,Dealer,Manual,0,Heavily used
355,City,2016,10.25,13.6,49562,Petrol,Dealer,Manual,0,Moderately used
356,City,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,Moderately used
357,City,2015,8.4,13.6,25000,Petrol,Dealer,Manual,0,Moderately used
358,Amaze,2014,3.9,7,36054,Petrol,Dealer,Manual,0,Moderately used
359,City,2016,9.15,13.6,29223,Petrol,Dealer,Manual,0,Moderately used
360,Brio,2016,5.5,5.97,5600,Petrol,Dealer,Manual,0,Lightly used
361,Amaze,2015,4,5.8,40023,Petrol,Dealer,Manual,0,Moderately used
362,Jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual,0,Moderately used
363,Amaze,2015,4,7,40026,Petrol,Dealer,Manual,0,Moderately used
364,Jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual,0,Moderately used
365,Amaze,2014,3.65,7,35000,Petrol,Dealer,Manual,0,Moderately used
366,City,2016,8.35,9.4,19434,Diesel,Dealer,Manual,0,Moderately used
367,Brio,2017,4.8,5.8,19000,Petrol,Dealer,Manual,0,Moderately used
368,City,2015,6.7,10,18828,Petrol,Dealer,Manual,0,Moderately used
369,City,2011,4.1,10,69341,Petrol,Dealer,Manual,0,Heavily used
370,City,2009,3,10,69562,Petrol,Dealer,Manual,0,Heavily used
371,City,2015,7.5,10,27600,Petrol,Dealer,Manual,0,Moderately used
372,Jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,Heavily used
373,Brio,2014,5.3,6.8,16500,Petrol,Dealer,Manual,0,Moderately used
374,City,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,Moderately used
375,City,2015,8.65,13.6,24800,Petrol,Dealer,Manual,0,Moderately used
376,City,2015,9.7,13.6,21780,Petrol,Dealer,Manual,0,Moderately used
377,Jazz,2016,6,8.4,4000,Petrol,Dealer,Manual,0,Lightly used
378,City,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,Moderately used
379,Brio,2015,5.25,5.9,14465,Petrol,Dealer,Manual,0,Moderately used
380,City,2006,2.1,7.6,50456,Petrol,Dealer,Manual,0,Heavily used
381,City,2014,8.25,14,63000,Diesel,Dealer,Manual,0,Heavily used
382,City,2016,8.99,11.8,9010,Petrol,Dealer,Manual,0,Lightly used
383,Brio,2013,3.5,5.9,9800,Petrol,Dealer,Manual,0,Lightly used
384,Jazz,2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0,Moderately used
385,Jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual,0,Moderately used
386,Amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,Moderately used
387,City,2015,8.4,13.6,34000,Petrol,Dealer,Manual,0,Moderately used
388,City,2016,10.11,13.6,10980,Petrol,Dealer,Manual,0,Moderately used
389,Amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual,0,Moderately used
390,Brio,2015,5.4,6.1,31427,Petrol,Dealer,Manual,0,Moderately used
391,Jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual,0,Moderately used
392,City,2010,3.25,9.9,38000,Petrol,Dealer,Manual,0,Moderately used
393,Amaze,2014,3.75,6.8,33019,Petrol,Dealer,Manual,0,Moderately used
394,City,2015,8.55,13.09,60076,Diesel,Dealer,Manual,0,Heavily used
395,City,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,Moderately used
396,Brio,2015,4,5.9,60000,Petrol,Dealer,Manual,0,Heavily used
397,City,2009,3.35,11,87934,Petrol,Dealer,Manual,0,Heavily used
398,City,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,Lightly used
399,Brio,2016,5.3,5.9,5464,Petrol,Dealer,Manual,0,Lightly used
400,Royal Enfield Classic 350,2017,0.71,1.74,81400,Petrol,Dealer,Manual,0,Heavily used
401,Omni,2012,0.43,3.48,129500,Petrol,Individual,Manual,0,Heavily used
402,City,2017,4.37,11.43,65000,Petrol,Dealer,Manual,0,Heavily used
403,Amaze,2015,1.92,6.33,55700,Petrol,Dealer,Manual,0,Heavily used
404,Hero Glamour,2013,0.35,1.14,116000,Petrol,Dealer,Manual,0,Heavily used
405,Hero Honda Passion Pro,2012,0.1,0.41,144300,Petrol,Dealer,Manual,0,Heavily used
406,Royal Enfield Thunder 350,2013,0.42,1.39,136000,Petrol,Dealer,Manual,0,Heavily used
407,Wagon R,2007,1.47,4.56,252900,Petrol,Dealer,Manual,0,Heavily used
408,Tvs Jupyter,2014,0.23,0.76,154400,Petrol,Dealer,Automatic,0,Heavily used
